GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)
334297	P21554	UDPNQIONEGYJQX-UHFFFAOYSA-N	EC50	0.0	20000.0	nM	21354795
334313	P21554	UDQJTBXMJOPUMK-FLIBITNWSA-N	Inhibition	0.0	0.0	%	MedChemComm, (2014) 5:5:632
334313	P21554	UDQJTBXMJOPUMK-FLIBITNWSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:5:632
334398	P21554	UDTAPYABKMLLTD-UHFFFAOYSA-N	Ki	0.1	0.1	nM	16263283
334398	P21554	UDTAPYABKMLLTD-UHFFFAOYSA-N	Ki	0.2	0.2	nM	16263283
334436	P21554	UDUMGUJKCNZMGP-UHFFFAOYSA-N	EC50	0.0	3162.28	nM	19010671
334436	P21554	UDUMGUJKCNZMGP-UHFFFAOYSA-N	Efficacy	5.0	5.0	%	19010671
334533	P21554	UDXLKGUOQBNFSZ-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	18311894
334533	P21554	UDXLKGUOQBNFSZ-UHFFFAOYSA-N	Ki	100000.0	0.0	nM	18311894
334806	P21554	UEKCIEBQEGMSKG-UHFFFAOYSA-N	Ki	5600.0	5600.0	nM	22044209
334870	P21554	UENAMXBDXIFSQC-UHFFFAOYSA-N	Ki	0.1	0.1	nM	19683918
334870	P21554	UENAMXBDXIFSQC-UHFFFAOYSA-N	Ki	0.1	0.1	nM	19683918
335064	P21554	UEQVMIBOGYALNW-UHFFFAOYSA-N	Ki	310.0	310.0	nM	19091565
335165	P21554	UEWBWRPAYHCQDJ-UHFFFAOYSA-N	Activity	10.0	10.0	%	19646869
335187	P21554	UEXACWCPSKCHSH-UHFFFAOYSA-N	EC50	540.0	540.0	nM	19328683
335263	P21554	UEYZJTDXAXRBSV-UHFFFAOYSA-N	EC50	0.0	3162.28	nM	19010671
335263	P21554	UEYZJTDXAXRBSV-UHFFFAOYSA-N	Efficacy	7.0	7.0	%	19010671
335279	P21554	UEZSMNDTKLDUHX-UHFFFAOYSA-N	Kd	0.7943	0.7943	nM	15771428
335279	P21554	UEZSMNDTKLDUHX-UHFFFAOYSA-N	Ki	35.0	35.0	nM	15771428
335316	P21554	UFBCBSNKWKPSRJ-SNPVRQPZSA-N	Ki	30.0	30.0	nM	9057852
335350	P21554	UFCHSFMYFXETIG-UHFFFAOYSA-N	IC50	300.0	300.0	nM	24291040
335400	P21554	UFDYDJZMNDNHGH-UHFFFAOYSA-N	Ki	0.0	3000.0	nM	20979417
335551	P21554	UFJKRSIGVPRPKD-UHFFFAOYSA-N	Ki	420.0	420.0	nM	22738271
335874	P21554	UFVVPGSIQDJDQL-UHFFFAOYSA-N	Ki	3780.0	3780.0	nM	22044209
335947	P21554	UFYFCMHCOWAKPR-UHFFFAOYSA-N	Decrease	-74.0	-74.0	%	15801840
335947	P21554	UFYFCMHCOWAKPR-UHFFFAOYSA-N	Displacement	76.0	76.0	%	15801840
335947	P21554	UFYFCMHCOWAKPR-UHFFFAOYSA-N	Ki	993.0	993.0	nM	15801840
336011	P21554	UFZQKWQOEXXMRC-FQEVSTJZSA-N	Ki	61.66	61.66	nM	19921781
336011	P21554	UFZQKWQOEXXMRC-FQEVSTJZSA-N	Ki	62.0	62.0	nM	19921781
336012	P21554	UFZQKWQOEXXMRC-UHFFFAOYSA-N	Ki	62.0	62.0	nM	19921781
336060	P21554	UGBOIMKMOKBZCW-UHFFFAOYSA-N	IC50	47.0	47.0	nM	20483606
336154	P21554	UGFQTTONVSTIIC-UHFFFAOYSA-N	Ki	1300.0	1300.0	nM	19595596
336267	P21554	UGKLCDRWUKCSAK-UHFFFAOYSA-N	Ki	0.0	20000.0	nM	23072339
336294	P21554	UGKWGYCMVMEFGG-UHFFFAOYSA-N	EC50	48.0	48.0	nM	18712856
336294	P21554	UGKWGYCMVMEFGG-UHFFFAOYSA-N	IC50	20.6	20.6	nM	18712856
336335	P21554	UGMNUXVQQKCSBI-UHFFFAOYSA-N	EC50	0.0	20000.0	nM	21354795
336358	P21554	UGNOTGWYFPEUMM-UHFFFAOYSA-N	IC50	18.0	18.0	nM	20047779
336358	P21554	UGNOTGWYFPEUMM-UHFFFAOYSA-N	Ki	0.2	0.2	nM	20047779
336358	P21554	UGNOTGWYFPEUMM-UHFFFAOYSA-N	Ki	0.2	0.2	nM	20047779
336383	P21554	UGOQZVLEHPFGMP-UHFFFAOYSA-N	IC50	9.5	9.5	nM	19328684
336509	P21554	UGUGGNFIJUTHKJ-UHFFFAOYSA-N	IC50	87.0	87.0	nM	20047779
336509	P21554	UGUGGNFIJUTHKJ-UHFFFAOYSA-N	Ki	1.8	1.8	nM	20047779
336509	P21554	UGUGGNFIJUTHKJ-UHFFFAOYSA-N	Ki	1.8	1.8	nM	20047779
336645	P21554	UHAXAQMWKPYYOJ-UHFFFAOYSA-N	Ke	3.2	3.2	nM	23098108
336659	P21554	UHBSARAUJNXBCJ-UHFFFAOYSA-N	Ki	2608.0	2608.0	nM	18522867
336898	P21554	UHMWUSMRKZLCEL-UHFFFAOYSA-N	Activity	90.0	90.0	%	18342403
336898	P21554	UHMWUSMRKZLCEL-UHFFFAOYSA-N	Ki	1100.0	1100.0	nM	18342403
336907	P21554	UHNJRKVMGGJKDS-UHFFFAOYSA-N	IC50	4.0	4.0	nM	17270441
337261	P21554	UIAGMCDKSXEBJQ-UHFFFAOYSA-N	IC50	1736.0	1736.0	nM	DrugMatrix in vitro pharmacology data
337261	P21554	UIAGMCDKSXEBJQ-UHFFFAOYSA-N	Ki	1371.0	1371.0	nM	DrugMatrix in vitro pharmacology data
337448	P21554	UIFVUGXLVUHXDZ-UHFFFAOYSA-N	Ki	1095.0	1095.0	nM	18311894
337448	P21554	UIFVUGXLVUHXDZ-UHFFFAOYSA-N	Ki	1096.48	1096.48	nM	18311894
337565	P21554	UILPVYJBNJMILA-UHFFFAOYSA-N	IC50	37.0	37.0	nM	20719511
337631	P21554	UINFVSKHZGEKBC-UHFFFAOYSA-N	Activity	0.0	60.0	%	23017078
338025	P21554	UJBWJNIDWMLPBD-UHFFFAOYSA-N	Activity	4.0	4.0	%	19500981
338279	P21554	UJLUJVLJRDVHQO-LEWJYISDSA-N	IC50	2.0	2.0	nM	19320488
338568	P21554	UJYLRVFYGHERPS-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	16279794
338900	P21554	UKLKVOUOPCWDIK-UHFFFAOYSA-N	Kd	40.74	40.74	nM	18512901
338900	P21554	UKLKVOUOPCWDIK-UHFFFAOYSA-N	Ki	14.7	14.7	nM	18512901
338900	P21554	UKLKVOUOPCWDIK-UHFFFAOYSA-N	Ki	14.7	14.7	nM	18512901
338900	P21554	UKLKVOUOPCWDIK-UHFFFAOYSA-N	Ki	40.9	40.9	nM	18512901
338900	P21554	UKLKVOUOPCWDIK-UHFFFAOYSA-N	Ki	40.9	40.9	nM	18512901
338975	P21554	UKOAAEWZHAWVNQ-UHFFFAOYSA-N	EC50	12.59	12.59	nM	21411321
339069	P21554	UKRJUUUJFSJSEM-UHFFFAOYSA-N	Ki	18.0	18.0	nM	19435366
339138	P21554	UKUPLUXNDHTNBT-TZIWHRDSSA-N	Ki	0.0	3000.0	nM	20079638
339198	P21554	UKWWRGPCYHAWJG-UHFFFAOYSA-N	Ki	3008.0	3008.0	nM	20031412
339296	P21554	UKZQAPQRIDWZDG-UHFFFAOYSA-N	Ki	131.0	131.0	nM	19921781,21183257
339296	P21554	UKZQAPQRIDWZDG-UHFFFAOYSA-N	Ki	131.83	131.83	nM	19921781
339353	P21554	ULBNKAPBHVGTIU-UHFFFAOYSA-N	Activity	65.6	65.6	%	16451053
339353	P21554	ULBNKAPBHVGTIU-UHFFFAOYSA-N	Ki	7033.0	7033.0	nM	16451053
339391	P21554	ULCUJOWOGQUZOC-UHFFFAOYSA-N	Ki	750.0	750.0	nM	17561406
339412	P21554	ULDUMNWXYDJECG-UHFFFAOYSA-N	IC50	3467.37	3467.37	nM	19406638
339751	P21554	ULQNPKKFMCJZRI-UHFFFAOYSA-N	Ki	1752.0	1752.0	nM	22738271
339759	P21554	ULQWKETUACYZLI-QNEBEIHSSA-N	Ki	53.4	53.4	nM	12166938
339759	P21554	ULQWKETUACYZLI-QNEBEIHSSA-N	Ki	598.0	598.0	nM	9057852
339774	P21554	ULRUFKHACATFKA-UHFFFAOYSA-N	Ki	770.0	770.0	nM	14980654
339810	P21554	ULSNREWBZRGBEL-UHFFFAOYSA-N	EC50	607.0	607.0	nM	23147076
339810	P21554	ULSNREWBZRGBEL-UHFFFAOYSA-N	Efficacy	93.0	93.0	%	23147076
339810	P21554	ULSNREWBZRGBEL-UHFFFAOYSA-N	Ki	11700.0	11700.0	nM	23147076
339843	P21554	ULTYHMCGKWGORH-QHCPKHFHSA-N	EC50	466.0	466.0	nM	18335976
339843	P21554	ULTYHMCGKWGORH-QHCPKHFHSA-N	Ki	46.0	46.0	nM	18335976
339844	P21554	ULTYHMCGKWGORH-UHFFFAOYSA-N	Ki	46.0	46.0	nM	18335976
339991	P21554	UMAINBPASNFACL-UHFFFAOYSA-N	Ki	0.0	20000.0	nM	23072339
340053	P21554	UMDBIKLFXMBCMH-UHFFFAOYSA-N	EC50	948.0	948.0	nM	22765893
340053	P21554	UMDBIKLFXMBCMH-UHFFFAOYSA-N	Efficacy	89.8	89.8	%	22765893
340117	P21554	UMFFBPYHXHNTFM-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	20979417
340240	P21554	UMJAIBMMAFVVNQ-UHFFFAOYSA-N	Activity	43.0	43.0	%	16279809
340254	P21554	UMJSYQSBASNWIN-UHFFFAOYSA-N	Ki	2960.0	2960.0	nM	22341572
340268	P21554	UMKFVXMUJDDMEO-UHFFFAOYSA-N	Ki	660.0	660.0	nM	23085772
340372	P21554	UMOLSRBHNLXWGD-NTUHNPAUSA-N	Ki	31.3	31.3	nM	17004712
340372	P21554	UMOLSRBHNLXWGD-NTUHNPAUSA-N	Ki	60.0	60.0	nM	17004712
340372	P21554	UMOLSRBHNLXWGD-NTUHNPAUSA-N	Ki	85.0	85.0	nM	17004712
340471	P21554	UMSRMGGHAQPYRQ-UHFFFAOYSA-N	IC50	5.7	5.7	nM	19954978
340579	P21554	UMWCYYGKAVPORS-UHFFFAOYSA-N	Ki	24.0	24.0	nM	24518874
340601	P21554	UMWUTVHAFOYHRI-UHFFFAOYSA-N	IC50	1.0	1.0	nM	19954978
340689	P21554	UNAZAADNBYXMIV-UHFFFAOYSA-N	Ke	8.7	8.7	nM	22372835,23098108
340689	P21554	UNAZAADNBYXMIV-UHFFFAOYSA-N	Ki	0.12	0.12	nM	19102698
340689	P21554	UNAZAADNBYXMIV-UHFFFAOYSA-N	Ki	0.7	0.7	nM	19102698
340689	P21554	UNAZAADNBYXMIV-UHFFFAOYSA-N	Ki	0.7	0.7	nM	19102698
340692	P21554	UNAZCDOAHNJXRH-UHFFFAOYSA-N	Ki	34.0	34.0	nM	17507224
340789	P21554	UNDUGXOFFFAITG-IGNCQIMGSA-N	Ki	194.85	194.85	nM	17827022
340819	P21554	UNEWEJDSFZFHCH-UHFFFAOYSA-N	EC50	35.1	35.1	nM	19095444
340819	P21554	UNEWEJDSFZFHCH-UHFFFAOYSA-N	IC50	25.7	25.7	nM	19095444
340939	P21554	UNIXCKUMWRLUBV-YADARESESA-N	IC50	33.0	33.0	nM	17181138
340960	P21554	UNKDFJFFHQFGLN-GFCCVEGCSA-N	Ki	0.71	0.71	nM	20971001
341053	P21554	UNNJLUGSPSGKPK-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	22571451
341053	P21554	UNNJLUGSPSGKPK-UHFFFAOYSA-N	Inhibition	24.7	24.7	%	22571451
341067	P21554	UNOAGRCCRNHSLP-UHFFFAOYSA-N	Activity	43.6	43.6	%	16392793
341188	P21554	UNTFMKWQIPWJAC-UHFFFAOYSA-N	Kd	3.981	3.981	nM	20137935
341188	P21554	UNTFMKWQIPWJAC-UHFFFAOYSA-N	Ki	55.0	55.0	nM	20137935
341286	P21554	UNWZYLLJZADZTJ-UHFFFAOYSA-N	Inhibition	46.1	46.1	%	19095444
341415	P21554	UOAYCAYAPQISGI-UHFFFAOYSA-N	Activity	0.0	50.0	%	19331413
341415	P21554	UOAYCAYAPQISGI-UHFFFAOYSA-N	Ki	3070.0	3070.0	nM	19331413
341415	P21554	UOAYCAYAPQISGI-UHFFFAOYSA-N	Ki	3162.0	3162.0	nM	19331413
341415	P21554	UOAYCAYAPQISGI-UHFFFAOYSA-N	Ki	3162.28	3162.28	nM	19331413
341447	P21554	UOCDLBUTXSBARO-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	19062274
341447	P21554	UOCDLBUTXSBARO-UHFFFAOYSA-N	Emax	7.0	7.0	%	19062274
341581	P21554	UOHNZPHAELANCA-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	18522867
341629	P21554	UOJPILVDLNONQO-UHFFFAOYSA-N	Ki	3600.0	3600.0	nM	,Bioorg. Med. Chem. Lett., (1996) 6:19:2263
341646	P21554	UOKFJJUVHMPGSE-UHFFFAOYSA-N	Ki	8.9	8.9	nM	22341572
341741	P21554	UOOIATGLUVHGIW-UHFFFAOYSA-N	Ke	8.41	8.41	uM	21875798
341741	P21554	UOOIATGLUVHGIW-UHFFFAOYSA-N	Ki	786.0	786.0	nM	21875798
341741	P21554	UOOIATGLUVHGIW-UHFFFAOYSA-N	Ki	1698.0	1698.0	nM	21875798
341791	P21554	UOPZFIQCDUPXJE-UHFFFAOYSA-N	Ki	2.9	2.9	nM	24182233
341932	P21554	UOUDMDWYPIHYDG-UHFFFAOYSA-N	IC50	70.0	70.0	nM	15713403
342016	P21554	UOXHGECIQXHSKI-FJIJXJHWSA-N	Emax	64.0	64.0	%	21420857
342016	P21554	UOXHGECIQXHSKI-FJIJXJHWSA-N	IC50	0.0	17000.0	nM	21420857
342019	P21554	UOXHGECIQXHSKI-SSPYTLHUSA-N	Emax	31.0	31.0	%	21420857
342019	P21554	UOXHGECIQXHSKI-SSPYTLHUSA-N	IC50	0.0	17000.0	nM	21420857
342044	P21554	UOYBMZNFJUBBNU-UHFFFAOYSA-N	Inhibition	0.3	0.3	%	12672243
342210	P21554	UPEVXJDMQLVSFE-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	22341572
342240	P21554	UPGMTVZTKSVXPE-UHFFFAOYSA-N	IC50	19.0	19.0	nM	19954978
342256	P21554	UPGRPJQVXCCOIK-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	23380378
342424	P21554	UPOOBDMZXYSRQK-UHFFFAOYSA-N	Ki	1380.0	1380.0	nM	24378710
342461	P21554	UPQGJGUWDNSFCX-UHFFFAOYSA-N	EC50	0.0	1000.0	nM	21885167
342461	P21554	UPQGJGUWDNSFCX-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	21885167
342506	P21554	UPRLKAOLOKYKLO-UHFFFAOYSA-N	EC50	158.49	158.49	nM	22421020
342515	P21554	UPRVSARQEYFBEX-UHFFFAOYSA-N	EC50	0.0	17000.0	nM	24461289
342828	P21554	UQFCFZNAKDXJBI-UHFFFAOYSA-N	Activity	188.9	188.9	%	22571451
342828	P21554	UQFCFZNAKDXJBI-UHFFFAOYSA-N	EC50	470.0	470.0	nM	26203658
342828	P21554	UQFCFZNAKDXJBI-UHFFFAOYSA-N	EC50	550.0	550.0	nM	22571451
342828	P21554	UQFCFZNAKDXJBI-UHFFFAOYSA-N	EC50	600.0	600.0	nM	26203658
342828	P21554	UQFCFZNAKDXJBI-UHFFFAOYSA-N	EC50	790.0	790.0	nM	26203658
342828	P21554	UQFCFZNAKDXJBI-UHFFFAOYSA-N	EC50	1010.0	1010.0	nM	26203658
343030	P21554	UQMBLWHHTBIECZ-JOCHJYFZSA-N	Ki	1.5	1.5	nM	22209458
343031	P21554	UQMBLWHHTBIECZ-QFIPXVFZSA-N	Ki	249.0	249.0	nM	22209458
343099	P21554	UQOABWCUOKYECD-OUKQBFOZSA-N	Ki	24.0	24.0	nM	24518874
343192	P21554	UQSIKEUEUPAZQQ-UHFFFAOYSA-N	EC50	6611.0	6611.0	nM	23147076
343192	P21554	UQSIKEUEUPAZQQ-UHFFFAOYSA-N	Efficacy	55.0	55.0	%	23147076
343218	P21554	UQTAUKFNHKTXIB-UHFFFAOYSA-N	IC50	11.0	11.0	nM	19954978,20015647
343465	P21554	URECVAKCQOVBAK-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	PubChem BioAssay data set
343465	P21554	URECVAKCQOVBAK-UHFFFAOYSA-N	IC50	975.0	975.0	nM	PubChem BioAssay data set
343819	P21554	UROZAHXMNISVLP-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	,PubChem BioAssay data set
343819	P21554	UROZAHXMNISVLP-UHFFFAOYSA-N	IC50	18800.0	18800.0	nM	,PubChem BioAssay data set
343872	P21554	URQPZKHZNDMWGZ-UHFFFAOYSA-N	IC50	190.0	190.0	nM	19328684
343977	P21554	URTQOVWDFKPXTI-UHFFFAOYSA-N	IC50	3.7	3.7	nM	20483606
343977	P21554	URTQOVWDFKPXTI-UHFFFAOYSA-N	IC50	76.0	76.0	nM	20483606
344007	P21554	URVBWPFMFFHCMF-UHFFFAOYSA-N	Activity	78.7	78.7	%	16451053
344007	P21554	URVBWPFMFFHCMF-UHFFFAOYSA-N	Ki	2001.0	2001.0	nM	16451053
344014	P21554	URVMMMGKKYFPET-WOJBJXKFSA-N	Ki	1.8	1.8	nM	
344014	P21554	URVMMMGKKYFPET-WOJBJXKFSA-N	Ki	1.82	1.82	nM	Bioorg. Med. Chem. Lett., (1996) 6:2:189
344391	P21554	USJFDADYVUDVAX-UHFFFAOYSA-N	IC50	631.0	631.0	nM	23902803
344391	P21554	USJFDADYVUDVAX-UHFFFAOYSA-N	Ki	829.0	829.0	nM	23434135
344391	P21554	USJFDADYVUDVAX-UHFFFAOYSA-N	Ki	829.4	829.4	nM	23434135
344439	P21554	USKZVVYKFRBNFR-UHFFFAOYSA-N	Ki	2.5	2.5	nM	22341572
344519	P21554	USNWJHORIWPSKG-UHFFFAOYSA-N	EC50	65.5	65.5	nM	19530697
344519	P21554	USNWJHORIWPSKG-UHFFFAOYSA-N	IC50	33.8	33.8	nM	19530697
344540	P21554	USOYXZSGLUUHML-UHFFFAOYSA-N	Ki	45.9	45.9	nM	21996466
344683	P21554	USUCNXJZXVXRTC-UHFFFAOYSA-N	Activity	69.0	69.0	%	18342403
344820	P21554	USZBOFHHUIVKCR-UHFFFAOYSA-N	Ki	1.66	1.66	nM	18448340
345006	P21554	UTFVZMLLHUZJOB-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	21872477
345016	P21554	UTGGHWRFKOFSKZ-UHFFFAOYSA-N	IC50	20.0	20.0	nM	17107792
345034	P21554	UTHASPYTZKMVCB-UHFFFAOYSA-N	IC50	0.776	0.776	nM	21334892
345034	P21554	UTHASPYTZKMVCB-UHFFFAOYSA-N	IC50	0.7762	0.7762	nM	21334892
345122	P21554	UTJHKVSSIAKLDM-UHFFFAOYSA-N	EC50	0.0	31622.8	nM	20005703
345331	P21554	UTPSWDIIQDVVTK-UHFFFAOYSA-N	IC50	0.7	0.7	nM	20483606
345331	P21554	UTPSWDIIQDVVTK-UHFFFAOYSA-N	IC50	18.0	18.0	nM	20483606
345367	P21554	UTSDQCKNZDPUEB-UHFFFAOYSA-N	EC50	158.49	158.49	nM	22421020
345417	P21554	UTUDVDCNXWUOLJ-UHFFFAOYSA-N	EC50	100.0	100.0	nM	15713403
345417	P21554	UTUDVDCNXWUOLJ-UHFFFAOYSA-N	IC50	260.0	260.0	nM	15713403
345494	P21554	UTWXABYUOACVIT-UHFFFAOYSA-N	IC50	3.5	3.5	nM	15664830
345712	P21554	UUDSOVGGCULQFR-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	21872477
345979	P21554	UUNYGEIDPSTHSY-UHFFFAOYSA-N	Ki	89.5	89.5	nM	20943290
346252	P21554	UUWBDBIJAAXIMK-UHFFFAOYSA-N	Ki	695.0	695.0	nM	17884494
346360	P21554	UVAFHMYGZBIABL-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	PubChem BioAssay data set
346360	P21554	UVAFHMYGZBIABL-UHFFFAOYSA-N	IC50	0.0	32000.0	nM	,PubChem BioAssay data set
346601	P21554	UVJOYSDOOBVOBF-UHFFFAOYSA-N	EC50	630.96	630.96	nM	22421020
346647	P21554	UVLAMOAOUZDNJJ-UHFFFAOYSA-N	EC50	293.6	293.6	nM	18712856
346647	P21554	UVLAMOAOUZDNJJ-UHFFFAOYSA-N	IC50	7.8	7.8	nM	18712856
346756	P21554	UVOSTMRTZMGJDE-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	PubChem BioAssay data set
346756	P21554	UVOSTMRTZMGJDE-UHFFFAOYSA-N	IC50	0.0	32000.0	nM	PubChem BioAssay data set
346809	P21554	UVQIBKXDOZWHFU-WOJBJXKFSA-N	Ki	0.4365	0.4365	nM	17521177,17980589
346809	P21554	UVQIBKXDOZWHFU-WOJBJXKFSA-N	Ki	0.44	0.44	nM	17521177
346809	P21554	UVQIBKXDOZWHFU-WOJBJXKFSA-N	Ki	1.0	1.0	nM	21183257
346925	P21554	UVTSUPOGIVKNEI-UHFFFAOYSA-N	Ki	30.0	30.0	nM	17004712
346925	P21554	UVTSUPOGIVKNEI-UHFFFAOYSA-N	Ki	54.0	54.0	nM	17004712
346925	P21554	UVTSUPOGIVKNEI-UHFFFAOYSA-N	Ki	100.0	100.0	nM	14980654
346925	P21554	UVTSUPOGIVKNEI-UHFFFAOYSA-N	Ki	107.0	107.0	nM	17004712
346956	P21554	UVVGIEDUPSDPEP-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	22130134
347058	P21554	UWAOGXSDWOGLKG-QZTJIDSGSA-N	Ki	8.26	8.26	nM	17521177
347058	P21554	UWAOGXSDWOGLKG-QZTJIDSGSA-N	Ki	8.3	8.3	nM	21183257
347058	P21554	UWAOGXSDWOGLKG-QZTJIDSGSA-N	Ki	8.318	8.318	nM	17521177,17980589
347230	P21554	UWFGRWQWQQPOFQ-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	22571451
347230	P21554	UWFGRWQWQQPOFQ-UHFFFAOYSA-N	Inhibition	3.8	3.8	%	22571451
347254	P21554	UWGKLEPSVNXTGY-UHFFFAOYSA-N	IC50	11.48	11.48	nM	21334892
347254	P21554	UWGKLEPSVNXTGY-UHFFFAOYSA-N	Ki	7.586	7.586	nM	21334892
347254	P21554	UWGKLEPSVNXTGY-UHFFFAOYSA-N	Ki	7.59	7.59	nM	21334892
347508	P21554	UWOKTBSWRFWHHD-UHFFFAOYSA-N	Ki	4.7	4.7	nM	18511157
347508	P21554	UWOKTBSWRFWHHD-UHFFFAOYSA-N	Ki	4.7	4.7	nM	18511157
347568	P21554	UWQVZDDDOKWIOS-UHFFFAOYSA-N	IC50	96.0	96.0	nM	16263284
347615	P21554	UWSRGZKDCQTRNC-UHFFFAOYSA-N	Ki	13.0	13.0	nM	17507224
347678	P21554	UWVWDXPKUVOERV-UHFFFAOYSA-N	Displacement	54.6	54.6	%	15801840
347678	P21554	UWVWDXPKUVOERV-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	15801840
347714	P21554	UWWRWKAKDGEMGT-UHFFFAOYSA-N	Kb	1018.0	1018.0	nM	24053617
347717	P21554	UWWUCNACYZFKJB-UHFFFAOYSA-N	IC50	57.0	57.0	nM	19954978
347744	P21554	UWYLGMOWVWPMPE-UHFFFAOYSA-N	Ki	2.8	2.8	nM	17107792
347750	P21554	UWYQDLYLKSLKNZ-BGGMYYEUSA-N	Activity	0.86	0.86	nM	17257842
347751	P21554	UWYQDLYLKSLKNZ-MDZDMXLPSA-N	Kd	0.86	0.86	nM	10633038
347811	P21554	UXAPIXAFOMKKMB-UHFFFAOYSA-N	Ke	10.8	10.8	nM	22372835
347811	P21554	UXAPIXAFOMKKMB-UHFFFAOYSA-N	Ki	15.0	15.0	nM	22372835
347864	P21554	UXCIDQWZTDUWCG-UHFFFAOYSA-N	Displacement	5.0	0.0	%	11960486
347946	P21554	UXFOBTSZLFVGIK-UHFFFAOYSA-N	Ki	311.4	311.4	nM	20943290
348159	P21554	UXNSOSUWFQBTCO-UHFFFAOYSA-N	Ki	245.47	245.47	nM	18311894
348159	P21554	UXNSOSUWFQBTCO-UHFFFAOYSA-N	Ki	246.0	246.0	nM	18311894
348239	P21554	UXRWQIHXGWZWGZ-UHFFFAOYSA-N	Inhibition	11.0	11.0	%	18083560
348312	P21554	UXURBARGIFREAQ-XHSRFYJISA-N	Ki	2000.0	2000.0	nM	21675776
348321	P21554	UXUZJUVHUCEQEA-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	21885167
348890	P21554	UYPQIQJUQWVCAN-UHFFFAOYSA-N	Ki	14.0	14.0	nM	18511157
348915	P21554	UYQTYRZYAZXKMR-UHFFFAOYSA-N	Activity	61.7	61.7	%	16451053
348915	P21554	UYQTYRZYAZXKMR-UHFFFAOYSA-N	Emax	-70.0	-70.0	%	16451053
348915	P21554	UYQTYRZYAZXKMR-UHFFFAOYSA-N	Ki	0.0	8000.0	nM	16451053
348934	P21554	UYRUXZWWAPSGQU-FNORWQNLSA-N	Kd	3.56	3.56	nM	10633038
348991	P21554	UYTXDUBFCGCQQH-UHFFFAOYSA-N	Inhibition	44.0	44.0	%	18083560
349054	P21554	UYWAGFKSGKWYLC-QBFSEMIESA-N	Inhibition	10.0	10.0	%	MedChemComm, (2014) 5:5:632
349054	P21554	UYWAGFKSGKWYLC-QBFSEMIESA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:5:632
349067	P21554	UYWJHPBUSXDXOJ-DOFZRALJSA-N	Ki	300.0	300.0	nM	19053765
349192	P21554	UZCKQJYJNVYGCR-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	23380378
349216	P21554	UZDCDPBGFHFYRR-UHFFFAOYSA-N	Ki	960.0	960.0	nM	19435366
349433	P21554	UZKMXFJXIWPKIR-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	,PubChem BioAssay data set
349433	P21554	UZKMXFJXIWPKIR-UHFFFAOYSA-N	IC50	3360.0	3360.0	nM	,PubChem BioAssay data set
349544	P21554	UZNXMVQPAPAVBK-UHFFFAOYSA-N	EC50	6160.0	6160.0	nM	23795771
349544	P21554	UZNXMVQPAPAVBK-UHFFFAOYSA-N	Efficacy	66.2	66.2	%	23795771
349627	P21554	UZQMKLSTQCCQDT-UHFFFAOYSA-N	Ki	206.0	206.0	nM	22483967
349698	P21554	UZTVZGCDXDFBLL-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	18522867
349823	P21554	UZYWZYRCHHGYCC-UHFFFAOYSA-N	Activity	14.0	14.0	%	19646869
349863	P21554	VAAMKXQVJXTDRX-UHFFFAOYSA-N	Activity	0.0	50.0	%	19331413
349863	P21554	VAAMKXQVJXTDRX-UHFFFAOYSA-N	Ki	2300.0	2300.0	nM	19331413
349863	P21554	VAAMKXQVJXTDRX-UHFFFAOYSA-N	Ki	2511.89	2511.89	nM	19331413
349887	P21554	VABNDCKQSCMHJF-UHFFFAOYSA-N	IC50	55.0	55.0	nM	16263284
349911	P21554	VABZDRHVMAFLIW-UHFFFAOYSA-N	Activity	15.0	0.0	%	16451053
349992	P21554	VAFGDKBAECSYOP-UHFFFAOYSA-N	Kd	31.0	31.0	nM	10633038
350010	P21554	VAFRFEYFESMIGH-UHFFFAOYSA-N	EC50	5.1	5.1	nM	19530697
350010	P21554	VAFRFEYFESMIGH-UHFFFAOYSA-N	IC50	12.0	12.0	nM	19530697
